,Season,Date,HID,AID,Open,OddsH,OddsA,OddsD,H,A,D,HS,AS,Special,H_PEN,A_PEN,H_MAJ,A_MAJ,H_PPG,A_PPG,H_SHG,A_SHG,H_SV,A_SV,H_PIM,A_PIM,H_SOG,A_SOG,H_BLK_S,A_BLK_S,H_HIT,A_HIT,H_BLK,A_BLK,H_FO,A_FO,H_P1,A_P1,H_P2,A_P2,H_P3,A_P3,H_OT,A_OT,H_SO,A_SO
7722,2008,2008-11-02,5,19,2019-09-18,0.0,0.0,0,True,False,False,5,1,,3,5,0,0,1,1,0,0,26,42,6,10,,,,,,,,,,,3,0,1,1,1,0,,,,
7723,2008,2008-11-02,20,22,2019-09-18,0.0,0.0,0,True,False,False,5,2,,12,11,1,3,2,0,0,0,48,22,34,57,,,,,,,,,,,2,0,1,1,2,1,,,,
7724,2008,2008-11-04,9,7,2019-09-18,0.0,0.0,0,True,False,False,3,2,,5,7,1,2,2,0,0,2,26,31,35,39,,,,,,,,,,,0,2,2,0,1,0,,,,
7725,2008,2008-11-04,19,1,2019-09-18,0.0,0.0,0,True,False,False,4,2,,3,2,0,0,0,1,0,0,31,33,6,4,,,,,,,,,,,1,1,1,0,2,1,,,,
7726,2008,2008-11-06,8,18,2019-09-18,0.0,0.0,0,False,True,False,2,3,,4,5,0,0,1,1,0,0,20,22,8,10,,,,,,,,,,,0,2,1,1,1,0,,,,
7727,2008,2008-11-07,9,16,2019-09-18,0.0,0.0,0,False,True,False,1,8,,10,11,0,0,1,3,0,0,16,19,20,22,,,,,,,,,,,0,2,1,4,0,2,,,,
7728,2008,2008-11-07,22,10,2019-09-18,0.0,0.0,0,False,True,False,3,5,,6,7,0,1,1,2,0,0,23,40,12,39,,,,,,,,,,,1,2,2,2,0,1,,,,
7729,2008,2008-11-07,7,24,2019-09-18,0.0,0.0,0,False,True,False,3,4,PS,8,7,0,1,0,0,0,0,40,32,16,39,,,,,,,,,,,2,1,0,1,1,1,0,1,,
7730,2008,2008-11-07,15,5,2019-09-18,0.0,0.0,0,False,True,False,6,9,,5,6,0,0,2,3,0,1,16,36,10,12,,,,,,,,,,,0,2,3,5,3,2,,,,
7731,2008,2008-11-07,1,20,2019-09-18,0.0,0.0,0,True,False,False,5,3,,5,5,1,1,0,1,1,0,30,35,20,20,,,,,,,,,,,1,3,4,0,0,0,,,,
7732,2008,2008-11-07,19,0,2019-09-18,0.0,0.0,0,True,False,False,5,4,OT,8,7,0,2,1,2,0,0,32,16,16,39,,,,,,,,,,,3,0,0,1,1,3,1,0,,
7733,2008,2008-11-09,15,18,2019-09-18,0.0,0.0,0,True,False,False,5,2,,3,2,0,0,2,0,0,0,29,31,6,4,,,,,,,,,,,3,0,0,1,2,1,,,,
7734,2008,2008-11-09,5,1,2019-09-18,0.0,0.0,0,True,False,False,7,2,,4,7,0,0,2,0,1,0,31,36,8,14,,,,,,,,,,,2,0,3,0,2,2,,,,
7735,2008,2008-11-09,10,8,2019-09-18,0.0,0.0,0,True,False,False,5,2,,6,6,0,1,3,0,0,0,30,25,12,22,,,,,,,,,,,1,0,3,1,1,1,,,,
7736,2008,2008-11-09,24,9,2019-09-18,0.0,0.0,0,False,True,False,1,5,,6,7,0,2,1,3,0,0,25,31,12,34,,,,,,,,,,,0,0,1,3,0,2,,,,
7737,2008,2008-11-09,20,19,2019-09-18,0.0,0.0,0,True,False,False,6,1,,3,10,0,0,2,0,0,0,25,37,6,20,,,,,,,,,,,2,0,1,1,3,0,,,,
7738,2008,2008-11-09,16,22,2019-09-18,0.0,0.0,0,True,False,False,5,0,,7,4,0,0,0,0,0,0,30,22,14,8,,,,,,,,,,,0,0,2,0,3,0,,,,
7739,2008,2008-11-17,20,5,2019-09-18,0.0,0.0,0,True,False,False,4,3,,5,7,0,0,0,0,0,0,36,29,10,14,,,,,,,,,,,2,1,2,0,0,2,,,,
7740,2008,2008-11-17,7,8,2019-09-18,0.0,0.0,0,True,False,False,4,0,,6,3,0,0,1,0,0,0,34,20,12,6,,,,,,,,,,,0,0,1,0,3,0,,,,
7741,2008,2008-11-19,18,22,2019-09-18,0.0,0.0,0,False,True,False,0,1,,3,4,0,0,0,1,0,0,22,44,6,8,,,,,,,,,,,0,1,0,0,0,0,,,,
7742,2008,2008-11-19,19,16,2019-09-18,0.0,0.0,0,True,False,False,3,2,,4,5,0,0,0,0,0,0,27,17,8,10,,,,,,,,,,,0,1,1,0,2,1,,,,
7743,2008,2008-11-19,5,0,2019-09-18,0.0,0.0,0,False,True,False,2,3,OT,4,4,0,1,1,1,0,0,32,37,8,18,,,,,,,,,,,0,1,1,0,1,1,0,1,,
7744,2008,2008-11-19,7,10,2019-09-18,0.0,0.0,0,False,True,False,3,4,OT,11,13,1,7,1,1,0,0,17,34,32,106,,,,,,,,,,,1,3,1,0,1,0,0,1,,
7745,2008,2008-11-19,1,24,2019-09-18,0.0,0.0,0,False,True,False,1,2,,3,2,0,0,0,0,0,0,31,23,6,4,,,,,,,,,,,0,1,1,1,0,0,,,,
7746,2008,2008-11-19,15,8,2019-09-18,0.0,0.0,0,False,True,False,1,2,,6,5,0,0,0,1,0,0,31,32,12,10,,,,,,,,,,,0,0,1,1,0,1,,,,
7747,2008,2008-11-21,0,1,2019-09-18,0.0,0.0,0,False,True,False,1,2,PS,4,6,0,0,1,1,0,0,31,53,8,12,,,,,,,,,,,0,0,1,1,0,0,0,1,,
7748,2008,2008-11-21,10,15,2019-09-18,0.0,0.0,0,True,False,False,6,3,,12,13,2,1,2,1,0,0,32,28,49,46,,,,,,,,,,,1,0,3,2,2,1,,,,
7749,2008,2008-11-21,16,7,2019-09-18,0.0,0.0,0,False,True,False,3,4,,8,11,0,0,0,1,0,0,20,42,16,22,,,,,,,,,,,2,1,0,2,1,1,,,,
7750,2008,2008-11-21,24,19,2019-09-18,0.0,0.0,0,False,True,False,2,3,,3,8,3,2,1,1,0,0,29,49,56,41,,,,,,,,,,,0,2,2,1,0,0,,,,
7751,2008,2008-11-21,8,22,2019-09-18,0.0,0.0,0,True,False,False,2,1,PS,1,5,0,0,0,0,0,0,29,41,2,10,,,,,,,,,,,0,0,0,1,1,0,1,0,,
7752,2008,2008-11-23,1,16,2019-09-18,0.0,0.0,0,False,True,False,2,3,PS,7,6,0,0,0,2,0,0,45,31,14,12,,,,,,,,,,,0,1,2,0,0,1,0,1,,
7753,2008,2008-11-23,0,20,2019-09-18,0.0,0.0,0,True,False,False,3,1,,6,7,0,0,1,0,0,0,28,43,12,14,,,,,,,,,,,1,0,2,0,0,1,,,,
7754,2008,2008-11-23,5,24,2019-09-18,0.0,0.0,0,False,True,False,1,4,,4,6,0,0,0,1,0,0,29,40,8,12,,,,,,,,,,,0,2,1,0,0,2,,,,
7755,2008,2008-11-23,15,22,2019-09-18,0.0,0.0,0,False,True,False,1,2,,4,5,0,0,1,1,0,0,26,29,8,10,,,,,,,,,,,1,0,0,0,0,2,,,,
7756,2008,2008-11-23,9,10,2019-09-18,0.0,0.0,0,False,True,False,3,4,,4,6,0,0,1,1,0,0,25,39,8,12,,,,,,,,,,,1,2,0,0,2,2,,,,
7757,2008,2008-11-23,19,18,2019-09-18,0.0,0.0,0,False,True,False,2,4,,3,3,0,0,1,1,0,0,31,24,6,6,,,,,,,,,,,2,0,0,2,0,2,,,,
7758,2008,2008-11-25,10,19,2019-09-18,0.0,0.0,0,False,True,False,2,3,OT,4,5,0,0,1,1,0,0,34,25,8,10,,,,,,,,,,,0,0,1,2,1,0,0,1,,
7759,2008,2008-11-25,24,20,2019-09-18,0.0,0.0,0,True,False,False,4,2,,8,8,1,0,2,1,0,0,21,38,26,16,,,,,,,,,,,1,1,0,1,3,0,,,,
7760,2008,2008-11-25,8,1,2019-09-18,0.0,0.0,0,True,False,False,1,0,PS,4,5,0,1,0,0,1,0,33,43,8,20,,,,,,,,,,,0,0,0,0,0,0,1,0,,
7761,2008,2008-11-25,18,5,2019-09-18,0.0,0.0,0,True,False,False,4,3,PS,2,4,0,0,0,1,0,0,34,30,4,8,,,,,,,,,,,1,1,0,1,2,1,1,0,,
7762,2008,2008-11-25,22,7,2019-09-18,0.0,0.0,0,True,False,False,4,1,,3,5,0,1,1,1,0,0,25,28,6,20,,,,,,,,,,,0,0,3,1,1,0,,,,
7763,2008,2008-11-26,16,0,2019-09-18,0.0,0.0,0,True,False,False,3,2,PS,6,4,0,0,2,1,0,0,37,39,12,8,,,,,,,,,,,0,0,1,2,1,0,1,0,,
7764,2008,2008-11-27,19,22,2019-09-18,0.0,0.0,0,True,False,False,2,0,,2,5,0,0,1,0,0,0,24,21,4,10,,,,,,,,,,,2,0,0,0,0,0,,,,
7765,2008,2008-11-28,5,16,2019-09-18,0.0,0.0,0,True,False,False,4,3,,7,8,0,0,2,2,0,0,23,30,14,16,,,,,,,,,,,3,2,1,0,0,1,,,,
7766,2008,2008-11-28,7,15,2019-09-18,0.0,0.0,0,False,True,False,2,3,,4,7,0,2,1,0,0,1,20,40,8,44,,,,,,,,,,,0,2,2,1,0,0,,,,
7767,2008,2008-11-28,9,8,2019-09-18,0.0,0.0,0,True,False,False,3,1,,8,7,0,2,2,1,0,0,29,23,16,39,,,,,,,,,,,0,1,1,0,2,0,,,,
7768,2008,2008-11-28,0,24,2019-09-18,0.0,0.0,0,False,True,False,3,6,,8,8,0,0,1,2,0,1,20,24,16,16,,,,,,,,,,,3,1,0,4,0,1,,,,
7769,2008,2008-11-28,20,10,2019-09-18,0.0,0.0,0,True,False,False,6,3,,3,6,0,0,2,1,0,1,38,28,6,12,,,,,,,,,,,2,3,2,0,2,0,,,,
7770,2008,2008-11-28,1,18,2019-09-18,0.0,0.0,0,False,True,False,1,5,,5,3,0,0,0,1,1,0,40,16,10,6,,,,,,,,,,,0,1,0,2,1,2,,,,
7771,2008,2008-11-30,16,24,2019-09-18,0.0,0.0,0,True,False,False,4,2,,3,5,0,0,0,0,0,0,32,35,6,10,,,,,,,,,,,0,1,1,0,3,1,,,,
7772,2008,2008-11-30,8,0,2019-09-18,0.0,0.0,0,True,False,False,8,0,,7,12,0,3,3,0,0,0,27,49,14,59,,,,,,,,,,,2,0,5,0,1,0,,,,
7773,2008,2008-11-30,15,19,2019-09-18,0.0,0.0,0,False,True,False,2,4,,6,4,0,2,0,2,0,1,24,31,12,33,,,,,,,,,,,1,0,0,2,1,2,,,,
7774,2008,2008-11-30,22,1,2019-09-18,0.0,0.0,0,True,False,False,5,0,,3,6,0,0,0,0,1,0,25,39,6,12,,,,,,,,,,,0,0,4,0,1,0,,,,
7775,2008,2008-11-30,7,9,2019-09-18,0.0,0.0,0,True,False,False,7,3,,8,7,0,0,0,2,0,0,20,31,16,14,,,,,,,,,,,2,1,3,1,2,1,,,,
7776,2008,2008-11-30,10,5,2019-09-18,0.0,0.0,0,True,False,False,5,3,,4,7,0,0,0,1,1,0,33,30,8,14,,,,,,,,,,,1,1,2,2,2,0,,,,
7777,2008,2008-11-30,20,18,2019-09-18,0.0,0.0,0,False,True,False,1,2,,3,4,0,1,0,0,0,0,32,42,6,18,,,,,,,,,,,0,0,1,0,0,2,,,,
7778,2008,2008-12-01,24,18,2019-09-18,0.0,0.0,0,True,False,False,4,3,,9,10,4,2,0,0,0,1,30,26,68,45,,,,,,,,,,,0,0,2,3,2,0,,,,
7779,2008,2008-12-02,9,20,2019-09-18,0.0,0.0,0,True,False,False,2,1,,7,7,2,0,1,0,0,0,22,23,39,14,,,,,,,,,,,0,0,1,0,1,1,,,,
7780,2008,2008-12-04,5,8,2019-09-18,0.0,0.0,0,True,False,False,3,0,,6,6,0,0,1,0,0,0,26,41,12,12,,,,,,,,,,,0,0,1,0,2,0,,,,
7781,2008,2008-12-05,20,16,2019-09-18,0.0,0.0,0,False,True,False,1,2,PS,3,5,0,0,0,0,0,0,33,39,6,10,,,,,,,,,,,1,0,0,1,0,0,0,1,,
7782,2008,2008-12-05,1,10,2019-09-18,0.0,0.0,0,False,True,False,1,2,,7,8,1,0,1,0,0,1,19,31,24,16,,,,,,,,,,,0,1,1,0,0,1,,,,
7783,2008,2008-12-05,0,18,2019-09-18,0.0,0.0,0,True,False,False,3,0,,8,8,0,0,1,0,0,0,24,34,16,16,,,,,,,,,,,0,0,1,0,2,0,,,,
7784,2008,2008-12-05,15,24,2019-09-18,0.0,0.0,0,True,False,False,5,3,,7,7,0,0,1,0,0,0,35,28,14,14,,,,,,,,,,,1,0,2,1,2,2,,,,
7785,2008,2008-12-05,7,19,2019-09-18,0.0,0.0,0,True,False,False,4,2,,4,5,2,4,1,0,0,1,19,24,33,60,,,,,,,,,,,0,0,2,2,2,0,,,,
7786,2008,2008-12-05,9,22,2019-09-18,0.0,0.0,0,True,False,False,5,3,,4,5,0,0,1,1,0,0,33,24,8,10,,,,,,,,,,,2,1,2,1,1,1,,,,
7787,2008,2008-12-07,16,10,2019-09-18,0.0,0.0,0,True,False,False,3,2,,4,6,0,0,1,0,1,0,31,42,8,12,,,,,,,,,,,0,0,3,1,0,1,,,,
7788,2008,2008-12-07,1,7,2019-09-18,0.0,0.0,0,True,False,False,5,4,,4,7,0,0,3,0,0,0,23,34,8,14,,,,,,,,,,,2,2,2,1,1,1,,,,
7789,2008,2008-12-07,5,9,2019-09-18,0.0,0.0,0,True,False,False,2,1,,3,4,0,0,1,0,0,0,23,32,6,8,,,,,,,,,,,0,0,0,0,2,1,,,,
7790,2008,2008-12-07,20,15,2019-09-18,0.0,0.0,0,True,False,False,8,4,,8,6,0,0,3,1,0,0,35,26,16,12,,,,,,,,,,,3,1,4,2,1,1,,,,
7791,2008,2008-12-07,0,22,2019-09-18,0.0,0.0,0,True,False,False,6,5,,5,7,0,0,2,1,0,0,30,36,10,14,,,,,,,,,,,3,2,3,1,0,2,,,,
7792,2008,2008-12-07,19,8,2019-09-18,0.0,0.0,0,False,True,False,1,4,,5,4,0,0,0,2,0,0,27,29,10,8,,,,,,,,,,,0,1,1,1,0,2,,,,
7793,2008,2008-12-09,22,24,2019-09-18,0.0,0.0,0,True,False,False,4,2,,1,4,0,0,1,0,0,0,18,40,2,8,,,,,,,,,,,2,1,0,1,2,0,,,,
7794,2008,2008-12-09,10,0,2019-09-18,0.0,0.0,0,False,True,False,1,4,,6,7,0,0,0,1,0,0,31,28,12,14,,,,,,,,,,,0,1,0,1,1,2,,,,
7795,2008,2008-12-09,7,5,2019-09-18,0.0,0.0,0,True,False,False,4,0,,4,6,0,0,2,0,0,0,31,20,8,12,,,,,,,,,,,1,0,1,0,2,0,,,,
7796,2008,2008-12-09,8,20,2019-09-18,0.0,0.0,0,False,True,False,4,5,PS,3,9,0,0,1,0,0,1,32,50,6,18,,,,,,,,,,,0,3,2,0,2,1,0,1,,
7797,2008,2008-12-09,18,16,2019-09-18,0.0,0.0,0,True,False,False,3,2,PS,2,6,0,0,0,0,0,0,36,36,4,12,,,,,,,,,,,0,0,0,0,2,2,1,0,,
7798,2008,2008-12-09,9,19,2019-09-18,0.0,0.0,0,False,True,False,1,2,,10,9,0,0,0,1,0,0,21,35,20,18,,,,,,,,,,,0,0,0,1,1,1,,,,
7799,2008,2008-12-10,15,1,2019-09-18,0.0,0.0,0,True,False,False,5,0,,8,12,0,1,4,0,0,0,30,31,16,34,,,,,,,,,,,1,0,2,0,2,0,,,,
7800,2008,2008-12-11,18,10,2019-09-18,0.0,0.0,0,True,False,False,2,1,OT,3,4,0,0,0,0,0,0,27,20,6,8,,,,,,,,,,,0,0,1,1,0,0,1,0,,
7801,2008,2008-12-12,16,15,2019-09-18,0.0,0.0,0,False,True,False,1,3,,4,5,0,0,1,1,0,0,26,36,8,10,,,,,,,,,,,0,0,1,1,0,2,,,,
7802,2008,2008-12-12,0,9,2019-09-18,0.0,0.0,0,True,False,False,2,1,OT,14,15,1,3,0,1,0,0,32,42,38,65,,,,,,,,,,,0,0,0,1,1,0,1,0,,
7803,2008,2008-12-12,24,8,2019-09-18,0.0,0.0,0,True,False,False,4,1,,4,7,0,1,1,0,0,0,27,42,8,24,,,,,,,,,,,2,1,0,0,2,0,,,,
7804,2008,2008-12-12,1,19,2019-09-18,0.0,0.0,0,False,True,False,1,5,,7,7,2,0,1,3,0,0,29,23,39,14,,,,,,,,,,,1,1,0,1,0,3,,,,
7805,2008,2008-12-12,20,7,2019-09-18,0.0,0.0,0,True,False,False,5,2,,9,9,0,1,0,0,1,0,35,38,18,28,,,,,,,,,,,0,1,2,0,3,1,,,,
7806,2008,2008-12-12,22,5,2019-09-18,0.0,0.0,0,True,False,False,4,3,,4,8,0,0,2,1,0,1,31,39,8,16,,,,,,,,,,,0,0,2,2,2,1,,,,
7807,2008,2008-12-14,18,7,2019-09-18,0.0,0.0,0,False,True,False,1,3,,4,6,1,0,1,2,0,0,25,32,18,12,,,,,,,,,,,0,1,1,1,0,1,,,,
7808,2008,2008-12-14,9,1,2019-09-18,0.0,0.0,0,False,True,False,1,2,PS,4,4,0,0,1,1,0,0,30,33,8,8,,,,,,,,,,,0,1,1,0,0,0,0,1,,
7809,2008,2008-12-14,8,16,2019-09-18,0.0,0.0,0,False,True,False,1,2,,9,8,0,0,1,1,0,0,25,24,18,16,,,,,,,,,,,1,0,0,0,0,2,,,,
7810,2008,2008-12-14,24,10,2019-09-18,0.0,0.0,0,True,False,False,5,1,,8,12,0,0,2,0,0,0,26,28,16,24,,,,,,,,,,,2,1,2,0,1,0,,,,
7811,2008,2008-12-14,15,0,2019-09-18,0.0,0.0,0,False,True,False,1,3,,9,9,1,1,1,1,0,0,26,25,28,28,,,,,,,,,,,0,1,1,2,0,0,,,,
7812,2008,2008-12-14,19,5,2019-09-18,0.0,0.0,0,True,False,False,6,3,,4,8,1,0,2,2,0,0,30,34,18,16,,,,,,,,,,,2,0,2,2,2,1,,,,
7813,2008,2008-12-14,22,20,2019-09-18,0.0,0.0,0,True,False,False,4,1,,3,5,0,0,0,1,0,0,20,39,6,10,,,,,,,,,,,1,1,2,0,1,0,,,,
7814,2008,2008-12-23,10,22,2019-09-18,0.0,0.0,0,False,True,False,2,3,,4,8,2,3,2,1,0,0,32,35,38,56,,,,,,,,,,,2,1,0,2,0,0,,,,
7815,2008,2008-12-24,24,7,2019-09-18,0.0,0.0,0,True,False,False,6,3,,7,11,0,0,1,1,0,1,28,41,14,22,,,,,,,,,,,1,0,1,1,4,2,,,,
7816,2008,2008-12-24,16,9,2019-09-18,0.0,0.0,0,True,False,False,6,5,PS,5,5,1,0,0,1,0,1,36,31,35,10,,,,,,,,,,,2,2,1,2,2,1,1,0,,
7817,2008,2008-12-24,18,8,2019-09-18,0.0,0.0,0,True,False,False,4,1,,1,3,0,0,1,0,0,0,12,31,2,6,,,,,,,,,,,1,0,2,0,1,1,,,,
7818,2008,2008-12-24,5,15,2019-09-18,0.0,0.0,0,True,False,False,5,4,,6,8,0,0,2,0,0,0,26,44,12,16,,,,,,,,,,,1,1,0,0,4,3,,,,
7819,2008,2008-12-24,20,1,2019-09-18,0.0,0.0,0,True,False,False,6,4,,5,12,0,1,4,0,0,0,35,35,10,34,,,,,,,,,,,1,0,3,2,2,2,,,,
7820,2008,2008-12-24,0,19,2019-09-18,0.0,0.0,0,False,True,False,2,3,,3,5,0,0,1,0,0,1,16,38,6,10,,,,,,,,,,,1,2,1,1,0,0,,,,
7821,2008,2008-12-26,1,5,2019-09-18,0.0,0.0,0,False,True,False,2,5,,4,6,0,0,1,1,0,0,29,26,8,12,,,,,,,,,,,1,0,1,2,0,3,,,,
7822,2008,2008-12-26,8,10,2019-09-18,0.0,0.0,0,False,True,False,2,3,,10,14,0,0,2,1,0,0,27,28,20,28,,,,,,,,,,,2,0,0,3,0,0,,,,
7823,2008,2008-12-26,7,0,2019-09-18,0.0,0.0,0,False,True,False,2,3,OT,8,8,0,0,2,0,0,0,25,27,16,16,,,,,,,,,,,0,0,1,2,1,0,0,1,,
7824,2008,2008-12-26,18,15,2019-09-18,0.0,0.0,0,True,False,False,5,0,,6,5,0,0,2,0,0,0,33,22,12,10,,,,,,,,,,,1,0,3,0,1,0,,,,
7825,2008,2008-12-26,9,24,2019-09-18,0.0,0.0,0,True,False,False,2,1,OT,7,6,1,0,0,1,1,0,23,26,24,12,,,,,,,,,,,1,1,0,0,0,0,1,0,,
7826,2008,2008-12-27,22,16,2019-09-18,0.0,0.0,0,False,True,False,3,4,OT,4,9,0,1,1,1,0,0,24,38,8,28,,,,,,,,,,,2,2,0,0,1,1,0,1,,
7827,2008,2008-12-27,19,20,2019-09-18,0.0,0.0,0,True,False,False,4,2,,4,2,0,0,0,0,0,0,15,32,8,4,,,,,,,,,,,2,0,1,0,1,2,,,,
7828,2008,2008-12-28,0,5,2019-09-18,0.0,0.0,0,True,False,False,5,1,,7,9,0,0,1,1,0,0,34,30,14,18,,,,,,,,,,,2,0,1,1,2,0,,,,
7829,2008,2008-12-31,10,7,2019-09-18,0.0,0.0,0,True,False,False,5,2,,8,6,0,0,0,1,0,0,31,30,16,12,,,,,,,,,,,1,1,2,0,2,1,,,,
7830,2008,2008-12-31,8,15,2019-09-18,0.0,0.0,0,True,False,False,2,1,,4,8,0,0,2,1,0,0,28,29,8,16,,,,,,,,,,,1,1,0,0,1,0,,,,
7831,2008,2008-12-31,24,1,2019-09-18,0.0,0.0,0,True,False,False,5,2,,4,4,0,0,1,0,0,0,24,27,8,8,,,,,,,,,,,2,2,2,0,1,0,,,,
7832,2008,2008-12-31,20,9,2019-09-18,0.0,0.0,0,True,False,False,6,5,PS,5,6,0,0,0,2,0,1,42,39,10,12,,,,,,,,,,,2,1,2,1,1,3,1,0,,
7833,2008,2008-12-31,16,19,2019-09-18,0.0,0.0,0,True,False,False,2,1,,10,10,0,0,1,1,0,0,28,35,20,20,,,,,,,,,,,0,0,2,0,0,1,,,,
7834,2008,2009-01-01,5,20,2019-09-18,0.0,0.0,0,False,True,False,1,4,,2,3,0,0,0,1,0,0,22,33,4,6,,,,,,,,,,,0,2,0,1,1,1,,,,
7835,2008,2009-01-02,1,0,2019-09-18,0.0,0.0,0,True,False,False,5,3,,5,6,0,0,0,0,0,0,18,26,10,12,,,,,,,,,,,1,0,2,2,2,1,,,,
7836,2008,2009-01-02,15,10,2019-09-18,0.0,0.0,0,True,False,False,4,2,,4,4,0,0,0,1,0,0,33,27,8,8,,,,,,,,,,,3,0,0,0,1,2,,,,
7837,2008,2009-01-02,16,7,2019-09-18,0.0,0.0,0,True,False,False,3,1,,6,10,2,2,1,1,0,0,27,42,32,40,,,,,,,,,,,2,0,1,1,0,0,,,,
7838,2008,2009-01-02,9,18,2019-09-18,0.0,0.0,0,False,True,False,0,1,PS,4,5,0,0,0,0,0,0,29,27,8,10,,,,,,,,,,,0,0,0,0,0,0,0,1,,
7839,2008,2009-01-02,19,24,2019-09-18,0.0,0.0,0,False,True,False,1,2,PS,4,6,0,0,0,0,0,0,26,29,8,12,,,,,,,,,,,0,0,0,1,1,0,0,1,,
7840,2008,2009-01-04,16,1,2019-09-18,0.0,0.0,0,True,False,False,6,2,,6,6,0,0,3,1,0,0,27,37,12,12,,,,,,,,,,,2,0,1,2,3,0,,,,
7841,2008,2009-01-04,24,5,2019-09-18,0.0,0.0,0,False,True,False,2,5,,6,5,2,1,0,0,0,0,33,32,42,20,,,,,,,,,,,2,3,0,1,0,1,,,,
7842,2008,2009-01-04,10,9,2019-09-18,0.0,0.0,0,True,False,False,5,2,,4,3,0,0,1,0,0,0,30,24,8,6,,,,,,,,,,,3,1,1,1,1,0,,,,
7843,2008,2009-01-04,18,19,2019-09-18,0.0,0.0,0,True,False,False,4,3,PS,5,6,0,0,1,1,0,0,32,18,10,12,,,,,,,,,,,0,0,1,3,2,0,1,0,,
7844,2008,2009-01-04,8,7,2019-09-18,0.0,0.0,0,True,False,False,7,0,,9,7,0,2,2,0,0,0,34,23,18,44,,,,,,,,,,,2,0,2,0,3,0,,,,
7845,2008,2009-01-04,20,0,2019-09-18,0.0,0.0,0,True,False,False,6,3,,5,6,0,0,2,1,0,0,33,15,10,12,,,,,,,,,,,1,2,4,0,1,1,,,,
7846,2008,2009-01-08,9,15,2019-09-18,0.0,0.0,0,False,True,False,1,4,,5,5,2,0,0,0,0,0,30,34,40,10,,,,,,,,,,,0,1,0,2,1,1,,,,
7847,2008,2009-01-09,20,24,2019-09-18,0.0,0.0,0,True,False,False,3,2,,6,7,0,0,0,1,0,1,39,25,12,14,,,,,,,,,,,1,2,1,0,1,0,,,,
7848,2008,2009-01-09,5,18,2019-09-18,0.0,0.0,0,False,True,False,0,2,,2,5,0,0,0,1,0,0,23,28,4,10,,,,,,,,,,,0,0,0,2,0,0,,,,
7849,2008,2009-01-09,1,8,2019-09-18,0.0,0.0,0,True,False,False,3,1,,2,4,0,0,1,1,0,0,32,19,4,8,,,,,,,,,,,0,0,2,0,1,1,,,,
7850,2008,2009-01-09,7,22,2019-09-18,0.0,0.0,0,True,False,False,3,2,PS,4,7,1,0,0,1,0,0,24,48,28,14,,,,,,,,,,,1,1,0,0,1,1,1,0,,
7851,2008,2009-01-09,19,10,2019-09-18,0.0,0.0,0,True,False,False,6,3,,2,4,0,0,0,0,0,0,26,30,4,8,,,,,,,,,,,2,2,3,1,1,0,,,,
7852,2008,2009-01-09,0,16,2019-09-18,0.0,0.0,0,False,True,False,2,4,,2,3,1,0,1,0,0,0,36,28,14,6,,,,,,,,,,,2,1,0,2,0,1,,,,
7853,2008,2009-01-11,10,20,2019-09-18,0.0,0.0,0,True,False,False,6,5,PS,6,4,0,0,0,1,1,0,32,38,12,8,,,,,,,,,,,3,2,1,2,1,1,1,0,,
7854,2008,2009-01-11,15,7,2019-09-18,0.0,0.0,0,True,False,False,5,3,,6,9,0,0,0,0,1,0,37,40,12,18,,,,,,,,,,,2,1,2,1,1,1,,,,
7855,2008,2009-01-11,24,0,2019-09-18,0.0,0.0,0,True,False,False,5,2,,7,5,0,0,1,1,0,0,25,31,14,10,,,,,,,,,,,1,0,0,1,4,1,,,,
7856,2008,2009-01-11,16,5,2019-09-18,0.0,0.0,0,True,False,False,4,1,,6,5,0,0,1,0,0,0,43,27,12,10,,,,,,,,,,,1,1,3,0,0,0,,,,
7857,2008,2009-01-11,22,19,2019-09-18,0.0,0.0,0,False,True,False,4,5,,4,4,0,0,1,3,0,1,30,35,8,8,,,,,,,,,,,0,1,0,2,4,2,,,,
7858,2008,2009-01-11,18,1,2019-09-18,0.0,0.0,0,True,False,False,4,1,,4,4,0,0,2,0,0,0,25,33,8,8,,,,,,,,,,,1,0,2,1,1,0,,,,
7859,2008,2009-01-11,8,9,2019-09-18,0.0,0.0,0,False,True,False,1,3,,4,6,0,0,1,1,0,0,25,27,8,12,,,,,,,,,,,1,0,0,1,0,2,,,,
7860,2008,2009-01-13,24,16,2019-09-18,0.0,0.0,0,True,False,False,4,1,,2,6,0,0,1,0,0,0,19,42,4,12,,,,,,,,,,,0,1,3,0,1,0,,,,
7861,2008,2009-01-13,1,22,2019-09-18,0.0,0.0,0,False,True,False,2,5,,6,9,1,1,1,0,0,0,22,35,22,28,,,,,,,,,,,0,3,1,1,1,1,,,,
7862,2008,2009-01-13,9,7,2019-09-18,0.0,0.0,0,False,True,False,3,4,OT,3,4,0,0,1,2,0,0,19,37,6,8,,,,,,,,,,,2,2,0,1,1,0,0,1,,
7863,2008,2009-01-13,5,10,2019-09-18,0.0,0.0,0,True,False,False,3,2,,6,10,0,0,1,0,0,0,27,38,12,20,,,,,,,,,,,0,0,2,1,1,1,,,,
7864,2008,2009-01-13,20,18,2019-09-18,0.0,0.0,0,True,False,False,5,2,,6,6,1,0,1,0,0,0,36,32,22,12,,,,,,,,,,,0,1,4,1,1,0,,,,
